tt6520710	nm0001162	3	actor	\N	{Sylvere}
tt6661082	nm0001162	3	actor	\N	{Sylvere}
tt7187044	nm0152430	9	actor	\N	{"Dickie Minogue"}
tt0032231	nm0001229	2	actor	\N	{"Steve Burton","Oscar Hanson"}
tt0034208	nm0545298	1	actor	\N	{"Josef Steiner"}
tt0035798	nm0000068	1	actor	\N	{"The Sheriff"}
tt0038984	nm0000974	4	actor	\N	{"Eben Folger"}
tt0040577	nm0001229	1	actor	\N	{"Doug Andrews"}
tt0041610	nm0697733	4	actor	\N	{"Barry Storm"}
tt0042343	nm0002024	2	actor	\N	{"George Knowland"}
tt0043134	nm0393028	4	actor	\N	{Andreas}
tt0045347	nm0001229	1	actor	\N	{"Maxwell Webster"}
tt0046196	nm0838066	4	actor	\N	{"Thomas Berrien"}
tt0047885	nm0001229	1	actor	\N	{"Richard Dadier"}
tt0048748	nm0388303	4	actor	\N	{"District Attorney Armstrong"}
tt0049830	nm0001229	2	actor	\N	{"Capt. Fisby"}
tt0051767	nm0000999	2	actor	\N	{"Cpl. Chan Derby"}
tt0052837	nm0569410	4	actor	\N	{"Sam Thorpe"}
tt0054890	nm0002011	4	actor	\N	{"Julio Madariaga"}
tt0057820	nm0001229	1	actor	\N	{"Capt. Jared Heath"}
tt0059661	nm0000020	2	actor	\N	{"Marion 'Howdy' Lewis"}
tt0062865	nm0001229	1	actor	\N	{"Lorn Warfield"}
tt0066635	nm0001229	1	actor	\N	{"Sam Cade"}
tt0070237	nm0875861	3	actor	\N	{"Rev. Vocal Simpson"}
tt0071581	nm0450130	3	actor	\N	{"Ramey Holvak"}
tt0074034	nm0342201	10	actor	\N	{"Jack Devlin"}
tt0074899	nm0001229	4	actor	\N	{"Rear Adm. Raymond A. Spruance"}
tt0077997	nm0556041	2	actor	\N	{Onorato}
tt0112384	nm0000102	3	actor	\N	{"Jack Swigert"}
tt0117665	nm0000093	3	actor	\N	{Michael}
tt0120890	nm0000102	1	actor	\N	{"Ray Duquette"}
tt0164052	nm0000982	3	actor	\N	{"Matthew Kensington"}
tt0280380	nm0870204	4	actor	\N	{Will}
tt0384685	nm0569226	10	actor	\N	{"Daniel Simpson 'D-Day' Day"}
tt0478259	nm0167086	2	actor	\N	{Dad}
tt0792060	nm1664133	5	actor	\N	{"Dr. Mark Hamilton"}
tt0870111	nm0790688	2	actor	\N	{"David Frost"}
tt1016735	nm0589628	3	actor	\N	{"Adam Thorpe"}
tt1224194	nm0000102	1	actor	\N	{"Tim Werner"}
tt1446548	nm1118222	6	actor	\N	\N
tt1578882	nm6132568	2	actor	\N	{"The Man with the Stopwatch"}
tt1781840	nm0001598	4	actor	\N	{"Jimbo Caldwell"}
tt2071645	nm0700856	2	actor	\N	{"Joe Carroll"}
tt2290075	nm0000123	7	actor	\N	{"David Boies"}
tt2479358	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt2649034	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt2675850	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3241172	nm3862996	4	actor	\N	{Luke}
tt3401836	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3520038	nm0039162	2	actor	\N	{"Mike Weston"}
tt3554012	nm3862996	4	actor	\N	{Luke,Mark}
tt3813310	nm0000102	1	actor	\N	{"Sheriff Kretzer"}
tt4139568	nm3862996	3	actor	\N	{Mark}
tt4227738	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt4345124	nm0039162	2	actor	\N	{"Mike Weston"}
tt4501568	nm3862996	3	actor	\N	{Mark}
tt5093388	nm0000102	1	actor	\N	\N
tt6534368	nm0000102	1	actor	\N	{Dick}
tt6661086	nm0000102	1	actor	\N	{Dick}
tt7632766	nm9264445	1	actor	\N	{"Bar Patron"}
tt0032231	nm0541766	3	actor	\N	{"Dr. Wallace Rankin"}
tt0034208	nm0001229	4	actor	\N	{"Ludwig Kern"}
tt0035798	nm0001229	3	actor	\N	{"Cheyenne Rogers"}
tt0039396	nm0001229	1	actor	\N	{"Mike Lambert"}
tt0040577	nm0709681	3	actor	\N	{"Ralph Galloway"}
tt0041625	nm0001229	1	actor	\N	{"Owen Devereaux"}
tt0042343	nm0593612	3	actor	\N	{Malloby}
tt0043550	nm0001229	1	actor	\N	{"Ben Hogan"}
tt0045512	nm0001229	1	actor	\N	{"Jim Corbett"}
tt0046432	nm0001229	1	actor	\N	{"Peter Lyncort"}
tt0047885	nm0129894	3	actor	\N	{"Jim Murdock"}
tt0048789	nm0001229	1	actor	\N	{"John Parrish"}
tt0049830	nm0000734	4	actor	\N	{"Capt. McLean"}
tt0051767	nm0427894	4	actor	\N	{"Cpl. Terry Sellers"}
tt0052934	nm0001229	1	actor	\N	{"Sgt. Joe Fitzpatrick"}
tt0055312	nm0001229	1	actor	\N	{"Dave the Dude"}
tt0057820	nm0002048	3	actor	\N	{"Col. Claude Brackenbury"}
tt0060882	nm0001229	1	actor	\N	{"Doctor Reuben"}
tt0062865	nm0447913	2	actor	\N	{"Owen Forbes"}
tt0066635	nm0118000	2	actor	\N	{"J.J. Jackson","J. J. Jackson"}
tt0070630	nm0001229	1	actor	\N	{Santee}
tt0071581	nm0950867	4	actor	\N	{"Hog Yancy"}
tt0074034	nm0693420	1	actor	\N	{"Courtenay Massengale"}
tt0075613	nm0002037	1	actor	\N	{"Matthew 'Matt' Considine","Marty Scanlon"}
tt0077997	nm0001229	3	actor	\N	\N
tt0112384	nm0000641	4	actor	\N	{"Ken Mattingly"}
tt0117665	nm0000574	4	actor	\N	{Shakes}
tt0120890	nm0000369	3	actor	\N	{"Sam Lombardo"}
tt0164181	nm0000102	1	actor	\N	{Tom}
tt0327056	nm0000576	1	actor	\N	{"Jimmy Markum"}
tt0384685	nm0000102	2	actor	\N	{"Rev. Chip Diller"}
tt0478259	nm0000102	3	actor	\N	{Brent}
tt0792060	nm0401576	9	actor	\N	{"Dr. Ed Bauer"}
tt0870111	nm0000102	3	actor	\N	{"Jack Brennan"}
tt1019454	nm0000102	1	actor	\N	{"LtCol Mike Strobl"}
tt1224194	nm0589628	2	actor	\N	{"Adam Thorpe"}
tt1446548	nm3479814	7	actor	\N	\N
tt1578882	nm0000102	3	actor	\N	{Jimmy}
tt1878841	nm0000102	1	actor	\N	{"Peter Taylor"}
tt2071645	nm0039162	3	actor	\N	{"Mike Weston"}
tt2290075	nm3182094	8	actor	\N	{"Ryan Kendall"}
tt2479358	nm0039162	4	actor	\N	{"Mike Weston"}
tt2649034	nm0039162	4	actor	\N	{"Mike Weston"}
tt2675850	nm0039162	4	actor	\N	{"Mike Weston"}
tt3241174	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3401836	nm0039162	2	actor	\N	{"Mike Weston"}
tt3520038	nm3862996	4	actor	\N	{Luke,Mark}
tt3587392	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3813310	nm6627667	2	actor	\N	{Travis}
tt4166390	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt4227738	nm0039162	2	actor	\N	{"Mike Weston"}
tt4345124	nm3862996	3	actor	\N	{Mark}
tt4507248	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt5226220	nm0126260	10	actor	\N	{"Melvin Plug"}
tt6534368	nm0001162	3	actor	\N	{Sylvere}
tt6661086	nm0001162	3	actor	\N	{Sylvere}
tt7632766	nm0025255	2	actor	\N	{Bailiff}
tt0032231	nm0211848	4	actor	\N	{"Dr. John Gaines"}
tt0034269	nm0000034	1	actor	\N	{"Dan Thomas"}
tt0035800	nm0000064	1	actor	\N	{"Steve Boleslavski"}
tt0039396	nm0837959	3	actor	\N	{"Steve Price"}
tt0040577	nm0662700	4	actor	\N	{"Phil Gowan"}
tt0041625	nm0000034	2	actor	\N	{"Del Stewart"}
tt0042468	nm0001229	1	actor	\N	{"Cmdr. William A. Talbot"}
tt0043550	nm0641454	3	actor	\N	{"Chuck Williams"}
tt0045512	nm0779923	3	actor	\N	{"Harry Sheppard"}
tt0046432	nm0219062	3	actor	\N	{"Jim Warrilow"}
tt0048210	nm0001229	1	actor	\N	{"Dr. Thomas King"}
tt0048789	nm0000064	3	actor	\N	{"Lew Wilkison"}
tt0050086	nm0001229	1	actor	\N	{"Ben Wade"}
tt0052190	nm0001229	1	actor	\N	{"Jason Sweet"}
tt0052934	nm0737924	4	actor	\N	{"Antonio Soriano"}
tt0055312	nm0640023	4	actor	\N	{"Count Alfonso Romero"}
tt0057820	nm0000822	4	actor	\N	{"Gen. Willoughby"}
tt0060882	nm0722023	3	actor	\N	{Pancho}
tt0062865	nm0415591	3	actor	\N	{"Jimmy Noble"}
tt0066635	nm0480030	3	actor	\N	{"Arlo Pritchard"}
tt0070630	nm0122798	2	actor	\N	{Jody}
tt0072044	nm0001229	1	actor	\N	{"Peter 'Punch' Travers"}
tt0074034	nm0001229	4	actor	\N	{"George Caldwell"}
tt0075613	nm0001229	2	actor	\N	{"Paul Dvorak","Leonard Staveck"}
tt0077997	nm0345340	6	actor	\N	\N
tt0112453	nm0000102	1	actor	\N	{Balto}
tt0118967	nm0000954	1	actor	\N	{Jon}
tt0123191	nm0000102	1	actor	\N	{Narrator,Host}
tt0164181	nm0178574	2	actor	\N	{Jake}
tt0327056	nm0000209	2	actor	\N	{"Dave Boyle"}
tt0384685	nm0422221	4	actor	\N	{"Otis Day"}
tt0485851	nm0000409	1	actor	\N	{Pleasure}
tt0804461	nm0000102	1	actor	\N	{"Nick Hume"}
tt0870111	nm0005377	4	actor	\N	{"James Reston, Jr."}
tt1019454	nm0017651	2	actor	\N	{"Charlie Fitts"}
tt1224194	nm0628242	3	actor	\N	{"Joshua Lewis"}
tt1446548	nm0000160	8	actor	\N	\N
tt1685329	nm0000102	1	actor	\N	\N
tt1878841	nm3458761	3	actor	\N	{"Michael Taylor"}
tt2071645	nm3862996	6	actor	\N	{Mark,Luke}
tt2333756	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt2481792	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt2649068	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt2751234	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3241174	nm0039162	2	actor	\N	{"Mike Weston"}
tt3401836	nm3862996	4	actor	\N	{Luke,Mark}
tt3531520	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt3587392	nm0039162	2	actor	\N	{"Mike Weston"}
tt3813310	nm4881741	3	actor	\N	{Harrison}
tt4166390	nm0039162	2	actor	\N	{"Mike Weston"}
tt4227738	nm3862996	3	actor	\N	{Mark}
tt4346402	nm0000102	1	actor	\N	{"Ryan Hardy"}
tt4507248	nm0039162	2	actor	\N	{"Mike Weston"}
tt5226220	nm0000102	1	actor	\N	{"Valentine McKee"}
tt6661072	nm0000102	1	actor	\N	{Dick}
tt6661088	nm0000102	1	actor	\N	{Dick}
tt7632766	nm0000102	4	actor	\N	{"Jackie Rhodes"}
tt0032686	nm0000731	1	actor	\N	{"Andre Morestan"}
tt0034269	nm0001229	2	actor	\N	{"Tod Ramsey"}
tt0035800	nm0001229	2	actor	\N	{"Mickey Donohue"}
tt0039396	nm0118000	4	actor	\N	{"Jeff Cunningham"}
tt0040730	nm0001229	1	actor	\N	{"Prof. Bentley 'Bass' Bassett Jr."}
tt0041625	nm0172615	4	actor	\N	{"Big Ed Carter"}
tt0042468	nm0642180	3	actor	\N	{"RAdm. Thomas A. Scott"}
tt0044015	nm0001229	1	actor	\N	{"Jim Canfield"}
tt0045512	nm0010240	4	actor	\N	{Reyes}
tt0046432	nm0930732	4	actor	\N	{Vicar}
tt0048210	nm0000549	3	actor	\N	{"Cyril Lawrence"}
tt0049201	nm0001229	1	actor	\N	{"George Temple","George Kelby, Jr."}
tt0050086	nm0001336	2	actor	\N	{"Dan Evans"}
